Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼şÃû	¶ÔÓ¦Îï¼şË÷Òı	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåĞĞÊôĞÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµş·Å	»ù´¡ÊôĞÔ1ÀàĞÍ	»ù´¡ÊôĞÔ1×îĞ¡Öµ	»ù´¡ÊôĞÔ1×î´óÖµ	»ù´¡ÊôĞÔ2ÀàĞÍ	»ù´¡ÊôĞÔ2×îĞ¡Öµ	»ù´¡ÊôĞÔ2×î´óÖµ	»ù´¡ÊôĞÔ3ÀàĞÍ	»ù´¡ÊôĞÔ3×îĞ¡Öµ	»ù´¡ÊôĞÔ3×î´óÖµ	»ù´¡ÊôĞÔ4ÀàĞÍ	»ù´¡ÊôĞÔ4×îĞ¡Öµ	»ù´¡ÊôĞÔ4×î´óÖµ	»ù´¡ÊôĞÔ5ÀàĞÍ	»ù´¡ÊôĞÔ5×îĞ¡Öµ	»ù´¡ÊôĞÔ5×î´óÖµ	»ù´¡ÊôĞÔ6ÀàĞÍ	»ù´¡ÊôĞÔ6×îĞ¡Öµ	»ù´¡ÊôĞÔ6×î´óÖµ	»ù´¡ÊôĞÔ7ÀàĞÍ	»ù´¡ÊôĞÔ7×îĞ¡Öµ	»ù´¡ÊôĞÔ7×î´óÖµ	ĞèÇóÊôĞÔ1ÀàĞÍ	ĞèÇóÊôĞÔ1ÊıÖµ	ĞèÇóÊôĞÔ2ÀàĞÍ	ĞèÇóÊôĞÔ2ÊıÖµ	ĞèÇóÊôĞÔ3ÀàĞÍ	ĞèÇóÊôĞÔ3ÊıÖµ	ĞèÇóÊôĞÔ4ÀàĞÍ	ĞèÇóÊôĞÔ4ÊıÖµ	ĞèÇóÊôĞÔ5ÀàĞÍ	ĞèÇóÊôĞÔ5ÊıÖµ	ĞèÇóÊôĞÔ6ÀàĞÍ	ĞèÇóÊôĞÔ6ÊıÖµ
Ò×ÈİÃæ¾ß-Áú¾ÅÌì£¨±äÉí£©	0	11	560	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1657	1657																														
MÆt n¹ V­¬ng Gi¶	0	11	561	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo vµo sÏ nh©n ®­îc vâ c«ng c¸i thÕ		0	1	0				139	1	1																											
Ò×ÈİÃæ¾ß-Õ½Áú»Í¼×(ÄĞ)	0	11	562	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1885	1885																														
Ò×ÈİÃæ¾ß-Õ½Áú»Í¼×(Å®)	0	11	563	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1886	1886																														
Ò×ÈİÃæ¾ß-ºúì³	0	11	564	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		2010	2010																														
Ò×ÈİÃæ¾ß-ÃçÈôÀ¼	0	11	565	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		2011	2011																														
MÆt N¹-TriÖu MÉn	0	11	566	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1314	1314	121	50	50	243	10	10																								
MÆt N¹-KiÒu Phong	0	11	567	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1065	1065	121	50	50	243	10	10																								
MÆt N¹-NhËm Doanh Doanh	0	11	568	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1123	1123	172	500	500	243	10	10																								
MÆt N¹-Chu ChØ Nh­îc	0	11	569	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1044	1044	172	500	500	243	10	10																								
MÆt N¹-TiÓu Long N÷	0	11	570	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1062	1062	169	500	500	243	10	10																								
MÆt N¹-Qu¸ch T­¬ng	0	11	571	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1046	1046	169	500	500	243	10	10																								
MÆt N¹-Hoµng Dung	0	11	572	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1224	1224	170	500	500	243	10	10																								
MÆt N¹-Qu¸ch TÜnh	0	11	573	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1061	1061	170	500	500	243	10	10																								
MÆt N¹-Tr­¬ng V« Kş	0	11	574	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1043	1043	171	500	500	243	10	10																								
MÆt N¹-Tr­¬ng Tam Phong	0	11	575	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		746	746	171	500	500	243	10	10																								
MÆt N¹-Ngäc Thè	0	11	576	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1124	1124	121	50	50	243	10	10																								
MÆt N¹-Kú L©n	0	11	577	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1251	1251	121	50	50	243	10	10																								
MÆt n¹ h»ng nga	0	11	578	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1456	1456													44	180	180															
MÆt n¹ - HËu NghÖ	0	11	579	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1457	1457													44	180	180															
MÆt n¹ chiÕn tr­êng V­¬ng Gi¶	0	11	580	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		1316	1316	139	1	1																											
MÆt n¹ chiÕn tr­êng Th¸nh Gi¶	0	11	581	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		1138	1138	139	2	2																											
MÆt n¹ chiÕn tr­êng Hoµng Gi¶	0	11	582	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		694	694	139	2	2	243	20	20																								
MÆt n¹ chiÕn tr­êng B¸ Gi¶	0	11	583	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1	0		1310	1310	139	1	1	243	20	20																								
