MissleId	MissleName	MoveKind	FollowKind	ColFollowTarget	MissleHeight	CollidRange	IsRangeDmg	DmgRange	DmgInterval	LifeTime	Speed	Zspeed	Zacc	LoopPlay	SubLoop	SubStart	SubStop	ResponseSkill	CanDestroy	ColVanish	CanSlow	CanColFriend	AutoExplode	MissRate	Param1	Param2	Param3	MultiShow	AnimFile1	AnimFileInfo1	SndFile1	AnimFile2	AnimFileInfo2	SndFile2	AnimFile3	AnimFileInfo3	SndFile3	AnimFile4	AnimFileInfo4	SndFile4	AnimFileB1	AnimFileInfoB1	SndFileB1	AnimFileB2	AnimFileInfoB2	SndFileB2	AnimFileB3	AnimFileInfoB3	SndFileB3	AnimFileB4	AnimFileInfoB4	SndFileB4	RedLum	GreenLum	BlueLum	LightRadius
420	ẻịẳôẵÊặứ±ơếă	0	0	1	20	5	1	5	7	28	0	0	0	0	1	1	28	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\ằêẫẵ\hs_ẻịẳôặứắÂ_±ằằữ.spr	28,1,1	\sound\skill\¿ủãỗệốàỗ.wav						\sound\skill\¿ủãỗệốàỗ.wav													239	146	82	90
421	Long Huyền Kiếm Khí	0	0	1	15	5	1	5	10	360	0	0	0	1	1	1	34	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\ằêẫẵ\hs_ÁỳéýặứắÂ_ặứ³Ă.spr	34,1,1																				255	255	231	90
422	ÁỳéýẵÊặứ±ơếă	0	0	1	20	5	1	5	7	28	0	0	0	0	1	1	23	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\ằêẫẵ\hs_ÁỳéýặứắÂ_±ằằữ.spr	23,1,1	\sound\skill\¿ủãỗệốàỗ.wav						\sound\skill\¿ủãỗệốàỗ.wav													239	146	82	90
423	Ma Vân Kiếm Khí	0	0	1	15	5	1	5	10	360	0	0	0	1	1	1	34	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\ằêẫẵ\hs_ÄƯễặặứắÂ_ặứ³Ă.spr	34,1,1																				255	255	231	90
424	ÄƯễặẵÊặứ±ơếă	0	0	1	20	5	1	5	7	28	0	0	0	0	1	1	27	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\ằêẫẵ\hs_ÄƯễặặứắÂ_±ằằữ.spr	27,1,1	\sound\skill\¿ủãỗệốàỗ.wav						\sound\skill\¿ủãỗệốàỗ.wav													239	146	82	90
425	Thần Quang Toàn Nhiễu	0	0	0	10	1	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0																									140	207	156	90
426	Phách Thạch Phá Ngọc	5	0	1	10	1	1	3	9	15	25	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\ằêẫẵ\hs_Åỹấ¯ặặểủ_ìểà¯.spr	128,16,1					\spr\skill\ằêẫẵ\ẵðẹóºỏ¿ế±ằằữ.spr	20,1,1	\sound\skill\±ự±ơ.wav													156	211	255	90
427	Thanh Vân Tống Sảng	1	0	1	10	1	0	1	0	20	20	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0				\spr\skill\ằêẫẵ\hs_Åỹấ¯ặặểủ_ìểà¯.spr	128,16,1					\spr\skill\ằêẫẵ\ẵðẹóºỏ¿ế±ằằữ.spr	20,1,1	\sound\skill\±ự±ơ.wav													156	211	255	90
428	¿ếìểà¯ẻịẳôẵÊặứ	0	0	1	15	5	1	5	10	360	0	0	0	1	1	1	34	0	0	0	0	0	0	0	0	0	0	0																									255	255	231	90
429	éộẳÙìểà¯	0	0	1	15	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																									255	255	231	90
430	Pháo	0	0	0	10	0	0	0	0	24	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0				\spr\item\newyear2010\éÂÄờÅÚệủ±ơếăéĐạỷ.spr	40,1,1																				255	255	255	100
431	²ấÁôềýÂãàặ	0	0	1	10	1	0	1	5401	5400	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\npcres\event\npc050111011\npc050111011_st.spr	10,1,3																				255	255	231	90
432	ÄƯÚưẻịÁ¿boss	1	0	0	10	1	0	1	0	32	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\ẫÙÁệ\sl_01_ÄƯÚưẻịÁ¿.spr	80,16,1																				231	227	107	90
433	ắÅạơãẫéầboss	100	0	1	10	1	0	1	0	32	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\tm\ắÅạơãẫéầ.spr	8,1,1	\sound\skill\sound_k040.wav				\spr\skill\tm\ắÅạơãẫéầ.spr	8,1,1	\sound\skill\sound_k040.wav													239	231	189	90
434	ắÅềừ°ìạầìƠboss	1	0	1	10	1	0	1	0	32	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\ẻồảắẵè\wdu_04_ắÅềừ°ìạầìƠ.spr	8,1,1		\spr\skill\ẻồảắẵè\wdu_04_ắÅềừ°ìạầìƠẽỷÍử.spr	13,1,4																	239	146	82	90
435	²ằÃð²ằắứboss	1	0	1	10	1	0	1	0	32	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0				\spr\skill\ảởỏề\mag_em_04_²ằÃð²ằắứ.spr	64,16,1	\sound\skill\²ằÃð²ằắứ.wav				\spr\skill\ảởỏề\mag_em_bin4_±ơếăéĐạỷ.spr	6,1,1	\sound\skill\àảẵÊ´èệéẫự.wav													156	211	255	90
436	±èºÊ³±ẫỳboss	1	0	0	10	1	0	1	0	32	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\´ọẹè\mag_cy_05_±èºÊ³±ẫỳ_b.spr	48,16,1					\spr\skill\ảởỏề\mag_bz_bin1_±ơếăéĐạỷ.spr	14,1,1														156	211	255	90
437	°ụ´ũảủạãboss	1	0	1	10	1	0	1	0	32	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\ỉÔ°ù\mag_gb_04_èỡẽÂẻịạã.spr	64,16,1	\sound\skill\èỡẽÂẻịạã.wav				\spr\skill\èỡẩè\mag_bz_huo3_±ơếăéĐạỷ.spr	18,1,2														255	174	60	90
438	Áềằðầộèỡboss	1	0	1	10	1	0	1	0	32	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\èỡẩè\mag_tr_01_²éẹụẩỗẹâ.spr	48,16,1	\sound\skill\Áềằðầộèỡ.wav				\spr\skill\èỡẩè\mag_bz_huo1_±ơếăéĐạỷ.spr	18,1,2	\sound\skill\sound_k037.wav													239	146	82	90
439	ẻịẻềẻịẵÊboss	1	0	1	10	1	0	1	0	32	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0				\spr\skill\ẻọà±\wd_10_ẻịẻềẻịẵÊ.spr	96,16,1																				255	255	231	90
440	ẻồÀìếýãăboss	1	0	1	10	1	0	1	0	32	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\ÀƠÂỉ\kl_05_ẻồÀìếýãă.spr	5,1,2																				239	146	82	90
441	ểÄằờấẫể°boss	1	0	1	10	1	0	1	0	32	30	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\150\wu\wd_youhunshiying_c.spr	128,16,1	\sound\skill\ểÄÚÔữẳữÃ.wav						\sound\skill\ặếÍă±ơếă.wav													140	207	156	90
